,State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,New Column,Churn Binary
2788,MN,134,415,No,No,0,244.1,99.0,41.5,246.9,111.0,20.99,200.0,133.0,9.0,7.2,2,1.94,0.0,False,100,0
2789,WA,47,415,No,Yes,27,165.0,89.0,28.05,127.3,118.0,10.82,284.4,95.0,12.8,7.7,4,2.08,2.0,False,100,0
2790,MS,59,408,No,Yes,27,127.4,110.0,21.66,103.3,99.0,8.78,164.2,73.0,7.39,9.1,3,2.46,0.0,False,100,0
2791,ID,151,415,No,No,0,194.8,106.0,33.12,292.7,103.0,24.88,224.6,82.0,10.11,5.5,3,1.49,0.0,False,100,0
2792,NC,129,415,No,No,0,54.7,131.0,9.3,256.1,105.0,21.77,176.6,135.0,7.95,11.1,4,3.0,1.0,False,100,0
2793,VA,107,510,No,Yes,27,283.4,104.0,48.18,224.1,152.0,19.05,241.3,63.0,10.86,14.4,7,3.89,2.0,False,100,0
2794,MT,137,408,Yes,No,0,258.0,112.0,43.86,246.5,117.0,20.95,173.2,100.0,7.79,10.9,3,2.94,0.0,True,100,1
2795,MI,76,510,No,No,0,90.5,142.0,15.39,211.7,75.0,17.99,194.9,76.0,8.77,9.3,2,2.51,1.0,False,100,0
2796,HI,24,415,No,No,0,235.6,132.0,40.05,115.9,129.0,9.85,185.4,136.0,8.34,16.2,2,4.37,0.0,False,100,0
2797,NC,169,408,No,No,0,142.5,82.0,24.23,231.4,110.0,19.67,131.2,67.0,5.9,10.0,4,2.7,2.0,False,100,0
2798,MN,30,408,No,No,0,54.0,68.0,9.18,179.3,96.0,15.24,247.2,101.0,11.12,10.2,8,2.75,1.0,False,100,0
2799,WV,70,415,No,No,0,214.8,87.0,36.52,131.0,114.0,11.14,216.9,104.0,9.76,9.4,3,2.54,3.0,False,100,0
2800,SD,52,510,Yes,No,0,251.4,118.0,42.74,196.6,80.0,16.71,192.0,53.0,8.64,11.0,2,2.97,0.0,True,100,1
2801,HI,3,408,No,No,0,139.0,99.0,23.63,250.7,108.0,21.31,286.2,87.0,12.88,6.1,3,1.65,4.0,False,100,0
2802,MS,38,415,No,No,0,117.3,114.0,19.94,208.7,105.0,17.74,203.4,98.0,9.15,14.4,2,3.89,2.0,False,100,0
2803,NY,104,415,No,No,0,264.0,108.0,44.88,132.2,75.0,11.24,177.7,91.0,8.0,10.6,8,2.86,3.0,False,100,0
2804,LA,27,408,No,No,0,82.6,105.0,14.04,204.0,99.0,17.34,224.2,122.0,10.09,9.1,4,2.46,1.0,False,100,0
2805,KS,166,415,Yes,Yes,28,175.8,126.0,29.89,253.6,76.0,21.56,128.5,72.0,5.78,11.4,5,3.08,1.0,False,100,0
2806,MA,13,408,No,No,0,220.4,100.0,37.47,211.2,79.0,17.95,259.3,112.0,11.67,13.6,8,3.67,2.0,False,100,0
2807,AK,52,408,No,No,0,217.0,104.0,36.89,152.3,83.0,12.95,134.3,109.0,6.04,11.8,4,3.19,2.0,False,100,0
2808,SD,114,415,No,Yes,25,129.0,77.0,21.93,290.0,110.0,24.65,177.1,110.0,7.97,11.6,5,3.13,1.0,False,100,0
2809,CO,156,408,No,No,0,150.5,106.0,25.59,152.9,112.0,13.0,215.9,86.0,9.72,3.5,3,0.95,1.0,False,100,0
2810,NH,90,415,No,Yes,42,193.3,66.0,32.86,263.3,85.0,22.38,214.4,97.0,9.65,11.1,4,3.0,0.0,False,100,0
2811,WV,62,415,No,No,0,189.5,122.0,32.22,103.8,95.0,8.82,180.6,106.0,8.13,10.8,5,2.92,2.0,False,100,0
2812,AZ,82,415,No,Yes,33,137.8,95.0,23.43,235.5,128.0,20.02,268.1,70.0,12.06,11.0,6,2.97,2.0,False,100,0
2813,ME,52,510,No,No,0,129.3,80.0,21.98,142.7,101.0,12.13,258.3,89.0,11.62,12.3,4,3.32,3.0,False,100,0
2814,NH,146,510,No,No,0,115.6,77.0,19.65,213.6,100.0,18.16,218.4,72.0,9.83,10.7,6,2.89,1.0,False,100,0
2815,RI,120,415,No,Yes,23,221.9,114.0,37.72,254.7,84.0,21.65,250.5,117.0,11.27,7.2,5,1.94,2.0,False,100,0
2816,ID,130,415,No,No,0,263.7,113.0,44.83,186.5,103.0,15.85,195.3,99.0,8.79,18.3,6,4.94,1.0,True,100,1
2817,WI,90,408,No,No,0,61.3,91.0,10.42,194.4,94.0,16.52,143.1,80.0,6.44,11.4,9,3.08,1.0,False,100,0
2818,NM,147,408,Yes,No,0,183.8,113.0,31.25,164.7,110.0,14.0,111.0,87.0,5.0,10.1,4,2.73,1.0,False,100,0
2819,WY,159,415,No,No,0,167.4,68.0,28.46,143.8,74.0,12.22,140.1,111.0,6.3,10.3,3,2.78,0.0,True,100,1
2820,IL,74,510,No,Yes,27,154.1,122.0,26.2,195.3,150.0,16.6,276.7,86.0,12.45,13.2,2,3.56,4.0,False,100,0
2821,TX,130,408,No,No,0,252.0,101.0,42.84,170.2,105.0,14.47,209.2,64.0,9.41,5.7,5,1.54,0.0,False,100,0
2822,RI,155,408,Yes,No,0,163.1,94.0,27.73,291.7,108.0,24.79,96.4,111.0,4.34,11.2,3,3.02,0.0,False,100,0
2823,MI,87,415,No,No,0,198.3,80.0,33.71,187.0,89.0,15.9,133.5,96.0,6.01,16.6,4,4.48,2.0,False,100,0
2824,OR,81,415,No,No,0,324.7,48.0,55.2,236.4,82.0,20.09,187.6,78.0,8.44,13.1,5,3.54,0.0,True,100,1
2825,VA,99,510,No,No,0,128.3,78.0,21.81,215.3,120.0,18.3,143.7,140.0,6.47,14.3,9,3.86,2.0,False,100,0
2826,SD,131,510,No,No,0,187.9,110.0,31.94,200.5,101.0,17.04,202.6,125.0,9.12,10.2,11,2.75,2.0,False,100,0
2827,AL,89,510,No,No,0,129.2,71.0,21.96,214.1,68.0,18.2,214.9,100.0,9.67,10.3,4,2.78,5.0,True,100,1
2828,MS,123,415,Yes,No,0,125.5,106.0,21.34,128.9,96.0,10.96,251.9,129.0,11.34,6.3,6,1.7,4.0,True,100,1
2829,MS,130,510,No,Yes,26,257.2,108.0,43.72,224.3,122.0,19.07,204.0,118.0,9.18,12.6,4,3.4,1.0,False,100,0
2830,HI,99,415,No,No,0,124.6,90.0,21.18,146.4,70.0,12.44,169.4,95.0,7.62,10.5,6,2.84,1.0,False,100,0
2831,WV,36,408,No,No,0,175.1,144.0,29.77,216.9,69.0,18.44,243.7,146.0,10.97,9.9,3,2.67,1.0,False,100,0
2832,WV,87,415,No,No,0,124.3,91.0,21.13,173.4,105.0,14.74,256.3,109.0,11.53,7.5,5,2.03,3.0,False,100,0
2833,WV,139,415,No,No,0,271.6,130.0,46.17,156.0,131.0,13.26,136.3,108.0,6.13,11.6,9,3.13,2.0,False,100,0
2834,IN,189,510,No,No,0,219.9,80.0,37.38,143.3,117.0,12.18,130.6,69.0,5.88,11.7,7,3.16,1.0,False,100,0
2835,NM,96,415,No,Yes,33,183.3,115.0,31.16,201.4,87.0,17.12,177.4,84.0,7.98,10.4,15,2.81,3.0,False,100,0
2836,DE,112,408,No,No,0,101.1,119.0,17.19,214.4,67.0,18.22,179.5,112.0,8.08,10.3,5,2.78,2.0,False,100,0
2837,NC,75,408,No,No,0,203.3,70.0,34.56,228.9,97.0,19.46,222.2,118.0,10.0,14.3,3,3.86,1.0,False,100,0
2838,NM,178,415,No,Yes,35,175.4,88.0,29.82,190.0,65.0,16.15,138.7,94.0,6.24,10.5,3,2.84,2.0,False,100,0
2839,SC,112,415,No,No,0,266.0,97.0,45.22,214.6,94.0,18.24,306.2,100.0,13.78,14.2,2,3.83,2.0,True,100,1
2840,NJ,108,415,No,Yes,41,171.6,110.0,29.17,136.1,78.0,11.57,183.4,103.0,8.25,10.8,7,2.92,0.0,False,100,0
2841,AZ,100,510,No,No,0,78.7,98.0,13.38,225.6,102.0,19.18,150.4,106.0,6.77,14.0,8,3.78,0.0,False,100,0
2842,RI,121,510,No,Yes,20,211.9,110.0,36.02,215.1,120.0,18.28,238.5,107.0,10.73,9.4,2,2.54,0.0,False,100,0
2843,SD,116,415,No,No,0,63.7,101.0,10.83,195.8,95.0,16.64,210.1,87.0,9.45,10.0,6,2.7,1.0,False,100,0
2844,NH,161,415,No,No,0,173.4,100.0,29.48,213.7,74.0,18.16,141.5,69.0,6.37,11.5,4,3.11,1.0,False,100,0
2845,AL,19,415,Yes,No,0,237.7,98.0,40.41,207.1,121.0,17.6,182.2,95.0,8.2,4.5,4,1.22,0.0,False,100,0
2846,WV,104,415,No,No,0,225.9,123.0,38.4,162.8,106.0,13.84,272.1,85.0,12.24,10.1,4,2.73,1.0,False,100,0
2847,ID,119,415,Yes,Yes,32,173.0,101.0,29.41,209.4,93.0,17.8,231.1,91.0,10.4,12.2,4,3.29,0.0,False,100,0
2848,MD,125,415,No,No,0,224.9,102.0,38.23,143.8,87.0,12.22,198.9,105.0,8.95,8.0,2,2.16,0.0,False,100,0
2849,IN,156,510,No,No,0,237.7,122.0,40.41,181.5,91.0,15.43,185.7,151.0,8.36,7.7,4,2.08,1.0,False,100,0
2850,WY,109,415,No,No,0,137.0,128.0,23.29,217.0,116.0,18.45,182.1,86.0,8.19,10.0,5,2.7,2.0,False,100,0
2851,NH,95,510,No,No,0,142.5,109.0,24.23,176.1,107.0,14.97,189.6,88.0,8.53,8.2,3,2.21,2.0,False,100,0
2852,MN,90,408,No,No,0,142.4,126.0,24.21,126.2,118.0,10.73,274.2,71.0,12.34,4.6,4,1.24,1.0,False,100,0
2853,MA,105,415,No,Yes,21,147.0,112.0,24.99,197.3,43.0,16.77,267.4,93.0,12.03,8.7,3,2.35,2.0,False,100,0
2854,NH,101,510,No,No,0,220.3,124.0,37.45,188.6,101.0,16.03,278.4,98.0,12.53,10.6,4,2.86,1.0,False,100,0
2855,MN,95,415,No,No,0,149.2,96.0,25.36,260.7,116.0,22.16,201.0,120.0,9.05,8.1,2,2.19,1.0,False,100,0
2856,IA,123,415,No,No,0,204.4,88.0,34.75,137.5,111.0,11.69,226.0,100.0,10.17,10.0,4,2.7,0.0,False,100,0
2857,NY,160,408,No,No,0,216.8,77.0,36.86,207.3,117.0,17.62,228.6,117.0,10.29,5.6,2,1.51,1.0,False,100,0
2858,AL,141,510,No,Yes,28,308.0,123.0,52.36,247.8,128.0,21.06,152.9,103.0,6.88,7.4,3,2.0,1.0,False,100,0
2859,WV,87,415,No,No,0,58.0,125.0,9.86,67.5,116.0,5.74,185.9,136.0,8.37,11.5,3,3.11,0.0,False,100,0
2860,NM,81,415,No,No,0,173.2,80.0,29.44,236.2,94.0,20.08,240.2,84.0,10.81,11.8,6,3.19,2.0,False,100,0
2861,CA,75,415,No,Yes,19,210.3,90.0,35.75,241.8,87.0,20.55,215.7,102.0,9.71,13.1,3,3.54,4.0,False,100,0
2862,MA,126,408,No,Yes,24,58.9,125.0,10.01,305.5,90.0,25.97,158.9,73.0,7.15,12.1,6,3.27,0.0,False,100,0
2863,ME,28,415,No,No,0,236.8,102.0,40.26,167.1,87.0,14.2,280.2,115.0,12.61,9.7,3,2.62,3.0,False,100,0
2864,FL,153,415,No,No,0,228.9,102.0,38.91,160.7,136.0,13.66,203.1,109.0,9.14,12.5,2,3.38,0.0,False,100,0
2865,NH,97,408,No,Yes,32,90.0,87.0,15.3,276.3,113.0,23.49,185.2,107.0,8.33,8.6,6,2.32,2.0,True,100,1
2866,IN,115,408,No,No,0,146.7,128.0,24.94,106.2,74.0,9.03,197.7,104.0,8.9,11.1,4,3.0,2.0,False,100,0
2867,WI,95,408,No,No,0,237.3,83.0,40.34,154.0,65.0,13.09,237.0,105.0,10.67,11.2,6,3.02,1.0,False,100,0
2868,MA,17,415,Yes,No,0,162.8,118.0,27.68,229.6,91.0,19.52,332.7,94.0,14.97,13.6,3,3.67,0.0,True,100,1
2869,NH,105,415,No,Yes,20,186.9,114.0,31.77,256.3,91.0,21.79,334.7,104.0,15.06,8.9,2,2.4,1.0,False,100,0
2870,TX,121,415,No,No,0,86.1,100.0,14.64,259.8,113.0,22.08,148.0,79.0,6.66,9.1,9,2.46,2.0,False,100,0
2871,NC,125,408,No,No,0,212.3,89.0,36.09,215.4,127.0,18.31,186.8,73.0,8.41,11.3,2,3.05,2.0,False,100,0
2872,CT,124,415,No,No,0,151.0,98.0,25.67,120.6,119.0,10.25,152.8,81.0,6.88,9.2,2,2.48,2.0,False,100,0
2873,NJ,35,408,No,No,0,158.6,67.0,26.96,130.4,96.0,11.08,229.8,80.0,10.34,6.9,5,1.86,2.0,False,100,0
2874,WY,134,510,No,No,0,296.0,93.0,50.32,226.4,117.0,19.24,246.8,98.0,11.11,12.3,10,3.32,0.0,True,100,1
2875,LA,123,510,No,Yes,32,212.3,77.0,36.09,251.5,78.0,21.38,208.7,85.0,9.39,6.6,2,1.78,3.0,False,100,0
2876,NV,124,415,No,No,0,234.4,61.0,39.85,179.3,111.0,15.24,285.5,117.0,12.85,10.4,6,2.81,3.0,False,100,0
2877,WV,133,510,No,No,0,176.8,92.0,30.06,187.5,97.0,15.94,196.8,88.0,8.86,6.5,3,1.76,2.0,False,100,0
2878,AR,185,415,No,Yes,19,157.3,123.0,26.74,257.7,94.0,21.9,190.4,107.0,8.57,9.6,6,2.59,0.0,False,100,0
2879,SC,1,415,No,Yes,26,146.6,68.0,24.92,172.8,67.0,14.69,173.8,113.0,7.82,10.0,2,2.7,1.0,False,100,0
2880,KS,107,415,No,No,0,260.5,108.0,44.29,102.4,110.0,8.7,129.7,148.0,5.84,9.8,5,2.65,1.0,False,100,0
2881,NY,91,415,No,Yes,20,146.1,98.0,24.84,277.4,104.0,23.58,137.7,100.0,6.2,6.2,3,1.67,1.0,False,100,0
2882,MI,178,408,Yes,No,0,124.5,134.0,21.17,141.2,78.0,12.0,268.2,113.0,12.07,11.4,2,3.08,2.0,True,100,1
2883,MA,123,415,No,No,0,209.4,49.0,35.6,237.4,117.0,20.18,239.2,98.0,10.76,9.8,11,2.65,1.0,False,100,0
2884,UT,170,415,No,No,0,285.7,44.0,48.57,167.5,144.0,14.24,260.0,97.0,11.7,8.7,4,2.35,1.0,True,100,1
2885,HI,135,415,No,No,0,190.9,44.0,32.45,161.4,109.0,13.72,231.9,100.0,10.44,8.4,2,2.27,1.0,False,100,0
2886,PA,85,408,No,No,0,144.4,88.0,24.55,264.6,105.0,22.49,185.4,94.0,8.34,9.9,3,2.67,1.0,False,100,0
2887,OR,134,415,No,Yes,50,208.8,130.0,35.5,132.9,104.0,11.3,136.7,107.0,6.15,11.1,4,3.0,2.0,False,100,0
2888,TN,148,415,No,Yes,36,77.6,141.0,13.19,207.0,60.0,17.6,255.7,115.0,11.51,10.9,2,2.94,1.0,False,100,0
2889,CT,93,415,No,No,0,271.1,101.0,46.09,237.4,133.0,20.18,145.4,103.0,6.54,8.4,6,2.27,1.0,True,100,1
2890,AZ,138,415,No,No,0,240.8,104.0,40.94,144.5,92.0,12.28,125.7,98.0,5.66,11.6,1,3.13,0.0,False,100,0
2891,OR,159,510,No,No,0,114.8,98.0,19.52,192.6,101.0,16.37,259.0,108.0,11.66,12.2,5,3.29,0.0,False,100,0
2892,DE,103,415,No,Yes,34,138.8,80.0,23.6,142.0,108.0,12.07,183.8,77.0,8.27,11.8,7,3.19,1.0,False,100,0
2893,MA,150,408,No,Yes,27,209.8,112.0,35.67,155.0,80.0,13.18,251.5,111.0,11.32,7.2,6,1.94,0.0,False,100,0
2894,CT,37,408,No,No,0,134.9,98.0,22.93,248.4,130.0,21.11,236.2,113.0,10.63,14.7,2,3.97,3.0,False,100,0
2895,AR,33,415,Yes,No,0,164.0,99.0,27.88,153.1,102.0,13.01,123.8,104.0,5.57,6.4,4,1.73,0.0,False,100,0
2896,SD,55,415,No,No,0,245.5,130.0,41.74,192.7,54.0,16.38,141.7,83.0,6.38,9.1,4,2.46,1.0,False,100,0
2897,CT,134,408,No,Yes,32,80.3,94.0,13.65,199.9,124.0,16.99,170.8,117.0,7.69,16.6,3,4.48,0.0,False,100,0
2898,CT,107,408,No,No,0,90.7,90.0,15.42,207.5,109.0,17.64,169.4,96.0,7.62,5.6,5,1.51,2.0,False,100,0
2899,MA,80,408,No,Yes,36,190.3,115.0,32.35,256.6,78.0,21.81,214.9,145.0,9.67,3.8,4,1.03,1.0,False,100,0
2900,MS,78,408,No,No,0,108.6,108.0,18.46,209.9,126.0,17.84,222.6,117.0,10.02,7.9,5,2.13,1.0,True,100,1
2901,MT,85,408,No,Yes,17,89.8,88.0,15.27,233.2,75.0,19.82,165.7,116.0,7.46,9.3,7,2.51,4.0,True,100,1
2902,AK,61,415,No,Yes,15,252.4,106.0,42.91,187.8,69.0,15.96,259.6,137.0,11.68,10.0,3,2.7,2.0,False,100,0
2903,DE,97,415,No,Yes,32,183.4,94.0,31.18,269.1,120.0,22.87,203.5,38.0,9.16,6.7,4,1.81,5.0,False,100,0
2904,OH,136,408,Yes,No,0,183.4,103.0,31.18,141.9,113.0,12.06,200.4,122.0,9.02,10.4,9,2.81,2.0,False,100,0
2905,MN,135,408,No,No,0,155.2,100.0,26.38,135.9,84.0,11.55,184.6,82.0,8.31,3.8,9,1.03,3.0,False,100,0
2906,CA,87,415,No,Yes,19,165.8,122.0,28.19,186.9,89.0,15.89,249.7,78.0,11.24,0.0,0,0.0,1.0,False,100,0
2907,OH,165,510,No,No,0,209.4,67.0,35.6,273.8,89.0,23.27,150.2,88.0,6.76,12.8,1,3.46,0.0,False,100,0
2908,NV,148,415,No,No,0,279.3,104.0,47.48,201.6,87.0,17.14,280.8,99.0,12.64,7.9,2,2.13,2.0,True,100,1
2909,SC,99,415,No,No,0,174.1,102.0,29.6,99.1,118.0,8.42,211.6,126.0,9.52,7.7,2,2.08,2.0,False,100,0
2910,WV,123,415,No,No,0,175.7,78.0,29.87,184.6,96.0,15.69,156.9,92.0,7.06,9.1,2,2.46,2.0,False,100,0
2911,NM,127,415,Yes,No,0,256.5,87.0,43.61,222.1,101.0,18.88,156.7,122.0,7.05,13.0,3,3.51,1.0,False,100,0
2912,WY,151,415,No,No,0,170.2,89.0,28.93,187.5,83.0,15.94,119.5,100.0,5.38,4.3,3,1.16,0.0,False,100,0
2913,CA,185,408,No,No,0,139.6,92.0,23.73,250.2,115.0,21.27,158.1,79.0,7.11,10.8,4,2.92,1.0,False,100,0
2914,KS,65,415,No,Yes,34,208.8,119.0,35.5,142.1,106.0,12.08,214.6,87.0,9.66,12.5,4,3.38,4.0,False,100,0
2915,WY,58,510,No,No,0,210.1,126.0,35.72,248.9,108.0,21.16,158.6,88.0,7.14,14.4,2,3.89,4.0,False,100,0
2916,OK,104,415,No,No,0,113.6,87.0,19.31,158.6,98.0,13.48,187.7,87.0,8.45,10.5,6,2.84,2.0,False,100,0
2917,UT,44,415,No,No,0,202.6,89.0,34.44,163.0,96.0,13.86,268.1,151.0,12.06,8.3,3,2.24,0.0,False,100,0
2918,MA,58,408,No,No,0,174.4,112.0,29.65,265.8,122.0,22.59,182.4,87.0,8.21,0.0,0,0.0,4.0,False,100,0
2919,UT,108,415,No,No,0,210.6,117.0,35.8,164.2,103.0,13.96,201.4,68.0,9.06,9.4,5,2.54,0.0,False,100,0
2920,MN,132,510,No,No,0,121.5,88.0,20.66,253.0,124.0,21.51,195.7,120.0,8.81,10.7,4,2.89,1.0,False,100,0
2921,NE,80,415,No,No,0,127.8,67.0,21.73,181.6,112.0,15.44,197.3,63.0,8.88,15.9,2,4.29,2.0,False,100,0
2922,OH,162,415,No,No,0,135.2,98.0,22.98,242.0,107.0,20.57,246.9,96.0,11.11,10.2,2,2.75,2.0,False,100,0
2923,KY,110,510,No,No,0,99.4,62.0,16.9,275.0,86.0,23.38,212.1,94.0,9.54,16.7,3,4.51,2.0,False,100,0
2924,WA,96,415,No,No,0,276.9,105.0,47.07,246.9,94.0,20.99,254.4,107.0,11.45,10.3,3,2.78,1.0,True,100,1
2925,NY,168,408,No,No,0,163.4,134.0,27.78,240.1,87.0,20.41,164.0,147.0,7.38,11.6,2,3.13,2.0,True,100,1
2926,IN,72,510,No,No,0,287.4,116.0,48.86,235.3,126.0,20.0,292.1,114.0,13.14,5.0,3,1.35,4.0,True,100,1
2927,CO,125,408,No,Yes,23,120.5,104.0,20.49,227.8,115.0,19.36,158.5,100.0,7.13,10.2,3,2.75,1.0,False,100,0
2928,DC,170,510,No,No,0,184.1,106.0,31.3,204.9,70.0,17.42,224.3,133.0,10.09,9.8,3,2.65,2.0,False,100,0
2929,AK,71,510,No,No,0,185.0,84.0,31.45,232.5,129.0,19.76,191.1,82.0,8.6,14.9,4,4.02,3.0,False,100,0
2930,SC,124,415,No,No,0,160.9,109.0,27.35,144.2,152.0,12.26,120.4,97.0,5.42,12.9,12,3.48,1.0,False,100,0
2931,KS,68,415,No,No,0,207.6,68.0,35.29,251.6,123.0,21.39,191.6,100.0,8.62,10.9,6,2.94,2.0,False,100,0
2932,UT,97,415,No,No,0,209.2,134.0,35.56,0.0,0.0,0.0,175.4,94.0,7.89,11.8,6,3.19,1.0,False,100,0
2933,IL,98,510,Yes,No,0,158.4,71.0,26.93,306.6,66.0,26.06,144.2,93.0,6.49,2.1,4,0.57,1.0,False,100,0
2934,DC,24,408,No,No,0,149.0,73.0,25.33,131.0,81.0,11.14,238.6,69.0,10.74,8.6,3,2.32,2.0,True,100,1
2935,DC,136,510,No,No,0,204.5,63.0,34.77,208.8,95.0,17.75,224.0,119.0,10.08,9.8,2,2.65,0.0,False,100,0
2936,OK,44,408,No,No,0,288.8,86.0,49.1,175.9,87.0,14.95,215.4,106.0,9.69,9.5,2,2.57,0.0,True,100,1
2937,KY,96,415,No,Yes,40,108.6,90.0,18.46,206.4,154.0,17.54,126.3,118.0,5.68,13.4,4,3.62,0.0,False,100,0
2938,NE,31,415,No,No,0,97.5,129.0,16.58,260.4,78.0,22.13,88.7,100.0,3.99,7.0,5,1.89,1.0,False,100,0
2939,AL,72,415,No,No,0,166.5,102.0,28.31,261.0,103.0,22.19,262.7,85.0,11.82,13.3,5,3.59,0.0,False,100,0
2940,HI,24,415,No,No,0,156.2,104.0,26.55,90.0,101.0,7.65,205.1,116.0,9.23,7.3,5,1.97,1.0,False,100,0
2941,SC,112,415,No,Yes,31,225.2,89.0,38.28,256.8,117.0,21.83,249.7,87.0,11.24,11.5,1,3.11,4.0,False,100,0
2942,GA,117,415,Yes,No,0,287.4,118.0,48.86,259.6,84.0,22.07,153.2,86.0,6.89,10.0,3,2.7,1.0,True,100,1
2943,KS,137,415,No,Yes,19,175.3,96.0,29.8,241.3,146.0,20.51,211.4,109.0,9.51,7.8,2,2.11,0.0,False,100,0
2944,PA,136,408,No,No,0,102.1,75.0,17.36,219.5,97.0,18.66,73.7,92.0,3.32,9.8,5,2.65,0.0,False,100,0
2945,UT,95,415,No,No,0,157.9,103.0,26.84,259.6,90.0,22.07,230.0,117.0,10.35,14.0,2,3.78,0.0,False,100,0
2946,OR,82,415,No,Yes,19,146.5,73.0,24.91,246.4,65.0,20.94,199.0,114.0,8.96,4.1,4,1.11,1.0,False,100,0
2947,ND,145,415,No,No,0,245.8,116.0,41.79,286.7,91.0,24.37,240.7,115.0,10.83,9.0,13,2.43,1.0,True,100,1
2948,KY,56,415,Yes,No,0,177.7,114.0,30.21,215.6,110.0,18.33,236.7,67.0,10.65,10.5,5,2.84,1.0,False,100,0
2949,MN,155,408,Yes,No,0,250.8,146.0,42.64,152.5,105.0,12.96,148.1,104.0,6.66,10.0,5,2.7,2.0,False,100,0
2950,OH,133,408,No,No,0,117.8,100.0,20.03,199.2,105.0,16.93,244.1,119.0,10.98,11.8,4,3.19,0.0,True,100,1
2951,TX,53,415,No,No,0,119.7,113.0,20.35,189.7,84.0,16.12,256.2,108.0,11.53,12.9,7,3.48,2.0,False,100,0
2952,WY,123,415,No,No,0,242.2,87.0,41.17,226.1,101.0,19.22,268.6,121.0,12.09,8.2,3,2.21,5.0,True,100,1
2953,GA,136,415,No,No,0,163.4,83.0,27.78,249.3,119.0,21.19,249.7,90.0,11.24,9.8,4,2.65,7.0,False,100,0
2954,TX,57,415,No,No,0,161.0,113.0,27.37,208.0,134.0,17.68,208.1,81.0,9.36,8.4,4,2.27,3.0,False,100,0
2955,WV,62,408,No,No,0,128.7,111.0,21.88,169.5,104.0,14.41,193.6,97.0,8.71,10.3,5,2.78,1.0,False,100,0
2956,NM,112,415,No,No,0,81.6,94.0,13.87,268.1,112.0,22.79,140.8,75.0,6.34,8.6,18,2.32,1.0,False,100,0
2957,MI,55,415,No,Yes,20,207.7,91.0,35.31,199.7,113.0,16.97,216.5,110.0,9.74,7.3,1,1.97,1.0,False,100,0
2958,NC,95,408,No,No,0,128.6,115.0,21.86,216.2,88.0,18.38,255.3,96.0,11.49,6.3,2,1.7,6.0,True,100,1
2959,NY,125,415,No,No,0,233.3,65.0,39.66,209.8,93.0,17.83,210.6,109.0,9.48,9.1,4,2.46,1.0,False,100,0
2960,TX,1,415,No,No,0,182.1,106.0,30.96,134.9,106.0,11.47,152.3,75.0,6.85,10.0,3,2.7,5.0,True,100,1
2961,KY,98,415,No,Yes,36,168.0,81.0,28.56,163.2,125.0,13.87,172.7,120.0,7.77,8.0,2,2.16,6.0,True,100,1
2962,SD,105,415,No,No,0,251.6,88.0,42.77,175.1,103.0,14.88,184.4,112.0,8.3,5.4,5,1.46,1.0,False,100,0
2963,ID,113,415,No,Yes,30,183.8,102.0,31.25,183.4,123.0,15.59,235.0,52.0,10.58,11.6,7,3.13,0.0,False,100,0
2964,OR,99,408,No,No,0,256.4,44.0,43.59,214.5,105.0,18.23,233.7,75.0,10.52,7.9,1,2.13,3.0,True,100,1
2965,WI,103,415,No,No,0,180.2,134.0,30.63,97.7,85.0,8.3,181.7,134.0,8.18,8.4,3,2.27,1.0,False,100,0
2966,WV,177,408,No,No,0,227.8,81.0,38.73,161.8,97.0,13.75,217.0,106.0,9.76,8.0,5,2.16,1.0,False,100,0
2967,SC,149,415,No,Yes,20,147.8,132.0,25.13,276.8,94.0,23.53,149.9,110.0,6.75,10.2,6,2.75,0.0,False,100,0
2968,CT,160,415,No,No,0,234.9,136.0,39.93,270.8,134.0,23.02,219.3,101.0,9.87,13.9,2,3.75,1.0,True,100,1
2969,NV,116,408,No,No,0,110.9,54.0,18.85,213.4,82.0,18.14,186.2,116.0,8.38,7.9,2,2.13,2.0,False,100,0
2970,ND,90,415,No,Yes,22,124.5,94.0,21.17,231.7,90.0,19.69,222.2,108.0,10.0,6.4,12,1.73,1.0,False,100,0
2971,MI,148,415,Yes,No,0,233.5,81.0,39.7,187.7,71.0,15.95,122.3,97.0,5.5,9.6,2,2.59,0.0,True,100,1
2972,MT,147,415,No,Yes,35,197.3,134.0,33.54,141.1,99.0,11.99,212.1,90.0,9.54,10.1,4,2.73,2.0,True,100,1
2973,NE,95,510,No,No,0,58.2,96.0,9.89,202.1,126.0,17.18,210.5,97.0,9.47,10.4,5,2.81,0.0,False,100,0
2974,UT,201,510,No,No,0,212.7,72.0,36.16,225.2,90.0,19.14,195.1,99.0,8.78,7.0,6,1.89,1.0,False,100,0
2975,WV,80,415,No,No,0,151.5,89.0,25.76,131.7,78.0,11.19,235.3,131.0,10.59,11.8,4,3.19,0.0,False,100,0
2976,AR,122,415,Yes,No,0,146.3,117.0,24.87,218.7,93.0,18.59,236.0,97.0,10.62,11.5,5,3.11,1.0,False,100,0
2977,MT,132,408,No,No,0,195.1,100.0,33.17,148.8,95.0,12.65,224.5,117.0,10.1,6.7,2,1.81,0.0,False,100,0
